label,quote
0,its hard to imagine any recent film  independent or otherwise  that makes as much of a mess as this one 
1,accept responsibility for your life know that it is you who will get you where you want to go no one else
1,life shrinks or expands in proportion to ones courage
0,while it is interesting to witness the conflict from the palestinian side  longleys film lacks balance    and fails to put the struggle into meaningful historical context 
1,the small courtesies sweeten life the greater ennoble it
1,the best way to find yourself is to lose yourself in the service of others
0,maybe its the star power of the cast or the redundant messages  but something aboul  full frontal  seems  well  contrived 
0,in the process of trimming the movie to an expeditious 84 minutes  director roger kumble seems to have dumped a whole lot of plot in favor of    outrageous gags 
1,biology is the least of what makes someone a mother
1,if you see someone and they strike you as beautiful in any way why not let them know
0,herzog is obviously looking for a moral to his fable  but the notion that a strong  unified showing among germany and eastern european jews might have changed 20thcentury history is undermined by aholas inadequate performance 
0,imagine if you will a tony hawk skating video interspliced with footage from behind enemy lines and set to jersey shore techno 
